logged_at,trade_date,city,series_ticker,event_ticker,market_ticker,market_subtitle,bucket_lo,bucket_hi,yes_ask,yes_bid,ask_qty,bid_qty
2026-05-07T18:01:17.077672-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B64.5,64° to 65°,64.0,65.0,99,98,34,
2026-05-07T18:01:17.077672-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B66.5,66° to 67°,66.0,67.0,1,,318,
2026-05-07T18:01:17.077672-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B68.5,68° to 69°,68.0,69.0,1,,11240,
2026-05-07T18:01:17.077672-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,22810,
2026-05-07T18:01:17.077672-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T71,72° or above,72.0,,1,,21460,
2026-05-07T18:01:17.077672-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T58,57° or below,,57.0,1,,174985,
2026-05-07T18:01:17.077672-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B58.5,58° to 59°,58.0,59.0,1,,204080,
2026-05-07T18:01:17.077672-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B60.5,60° to 61°,60.0,61.0,97,96,2,
2026-05-07T18:01:17.077672-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B62.5,62° to 63°,62.0,63.0,4,2,4,
2026-05-07T18:01:17.077672-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B64.5,64° to 65°,64.0,65.0,1,,80,
2026-05-07T18:01:17.077672-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T65,66° or above,66.0,,2,,4,
2026-05-07T18:01:17.077672-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T70,69° or below,,69.0,92,90,50,
2026-05-07T18:01:17.077672-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B70.5,70° to 71°,70.0,71.0,9,4,84,
2026-05-07T18:01:17.077672-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B72.5,72° to 73°,72.0,73.0,2,,4,
2026-05-07T18:01:17.077672-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B74.5,74° to 75°,74.0,75.0,1,,1412,
2026-05-07T18:01:17.077672-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B76.5,76° to 77°,76.0,77.0,1,,5643,
2026-05-07T18:01:17.077672-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T77,78° or above,78.0,,1,,7960,
2026-05-07T18:01:17.077672-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T87,86° or below,,86.0,1,,169586,
2026-05-07T18:01:17.077672-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B87.5,87° to 88°,87.0,88.0,1,,128932,
2026-05-07T18:01:17.077672-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B89.5,89° to 90°,89.0,90.0,1,,257224,
2026-05-07T18:01:17.077672-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B91.5,91° to 92°,91.0,92.0,100,99,10,
2026-05-07T18:01:17.077672-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B93.5,93° to 94°,93.0,94.0,1,,59358,
2026-05-07T18:01:17.077672-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T94,95° or above,95.0,,1,,21857,
2026-05-07T19:00:08.677778-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T64,63° or below,,63.0,1,,856809,
2026-05-07T19:00:08.677778-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B64.5,64° to 65°,64.0,65.0,100,99,10,
2026-05-07T19:00:08.677778-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B66.5,66° to 67°,66.0,67.0,1,,363,
2026-05-07T19:00:08.677778-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B68.5,68° to 69°,68.0,69.0,1,,21123,
2026-05-07T19:00:08.677778-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,22810,
2026-05-07T19:00:08.677778-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T71,72° or above,72.0,,1,,21410,
2026-05-07T19:00:08.677778-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T58,57° or below,,57.0,1,,174670,
2026-05-07T19:00:08.677778-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B58.5,58° to 59°,58.0,59.0,1,,202984,
2026-05-07T19:00:08.677778-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B60.5,60° to 61°,60.0,61.0,100,99,10,
2026-05-07T19:00:08.677778-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B62.5,62° to 63°,62.0,63.0,1,,7529,
2026-05-07T19:00:08.677778-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B64.5,64° to 65°,64.0,65.0,1,,19045,
2026-05-07T19:00:08.677778-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T65,66° or above,66.0,,1,,19765,
2026-05-07T19:00:08.677778-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T70,69° or below,,69.0,91,85,92,
2026-05-07T19:00:08.677778-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B70.5,70° to 71°,70.0,71.0,12,9,4,
2026-05-07T19:00:08.677778-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B72.5,72° to 73°,72.0,73.0,1,,24,
2026-05-07T19:00:08.677778-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B74.5,74° to 75°,74.0,75.0,1,,538,
2026-05-07T19:00:08.677778-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B76.5,76° to 77°,76.0,77.0,1,,4750,
2026-05-07T19:00:08.677778-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T77,78° or above,78.0,,1,,7071,
2026-05-07T19:00:08.677778-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T87,86° or below,,86.0,1,,169190,
2026-05-07T19:00:08.677778-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B87.5,87° to 88°,87.0,88.0,1,,125670,
2026-05-07T19:00:08.677778-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B89.5,89° to 90°,89.0,90.0,1,,256382,
2026-05-07T19:00:08.677778-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B91.5,91° to 92°,91.0,92.0,100,99,10,
2026-05-07T19:00:08.677778-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B93.5,93° to 94°,93.0,94.0,1,,59201,
2026-05-07T19:00:08.677778-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T94,95° or above,95.0,,1,,41597,
2026-05-07T20:01:06.409516-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T64,63° or below,,63.0,1,,854222,
2026-05-07T20:01:06.409516-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B64.5,64° to 65°,64.0,65.0,100,99,10,
2026-05-07T20:01:06.409516-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B66.5,66° to 67°,66.0,67.0,1,,35557,
2026-05-07T20:01:06.409516-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B68.5,68° to 69°,68.0,69.0,1,,21284,
2026-05-07T20:01:06.409516-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,22804,
2026-05-07T20:01:06.409516-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T71,72° or above,72.0,,1,,20206,
2026-05-07T20:01:06.409516-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T58,57° or below,,57.0,1,,173816,
2026-05-07T20:01:06.409516-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B58.5,58° to 59°,58.0,59.0,1,,202925,
2026-05-07T20:01:06.409516-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B60.5,60° to 61°,60.0,61.0,100,99,10,
2026-05-07T20:01:06.409516-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B62.5,62° to 63°,62.0,63.0,1,,13415,
2026-05-07T20:01:06.409516-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B64.5,64° to 65°,64.0,65.0,1,,18003,
2026-05-07T20:01:06.409516-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T65,66° or above,66.0,,1,,18670,
2026-05-07T20:01:06.409516-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T70,69° or below,,69.0,98,97,83,
2026-05-07T20:01:06.409516-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B70.5,70° to 71°,70.0,71.0,5,3,43,
2026-05-07T20:01:06.409516-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B72.5,72° to 73°,72.0,73.0,1,,581,
2026-05-07T20:01:06.409516-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B74.5,74° to 75°,74.0,75.0,1,,538,
2026-05-07T20:01:06.409516-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B76.5,76° to 77°,76.0,77.0,1,,4750,
2026-05-07T20:01:06.409516-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T77,78° or above,78.0,,1,,6126,
2026-05-07T20:01:06.409516-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T87,86° or below,,86.0,1,,167685,
2026-05-07T20:01:06.409516-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B87.5,87° to 88°,87.0,88.0,1,,124597,
2026-05-07T20:01:06.409516-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B89.5,89° to 90°,89.0,90.0,1,,255516,
2026-05-07T20:01:06.409516-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B91.5,91° to 92°,91.0,92.0,100,99,10,
2026-05-07T20:01:06.409516-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B93.5,93° to 94°,93.0,94.0,1,,59201,
2026-05-07T20:01:06.409516-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T94,95° or above,95.0,,1,,40249,
2026-05-07T21:00:24.605121-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T64,63° or below,,63.0,1,,853882,
2026-05-07T21:00:24.605121-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B64.5,64° to 65°,64.0,65.0,100,99,10,
2026-05-07T21:00:24.605121-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B66.5,66° to 67°,66.0,67.0,1,,33204,
2026-05-07T21:00:24.605121-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B68.5,68° to 69°,68.0,69.0,1,,21284,
2026-05-07T21:00:24.605121-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,22804,
2026-05-07T21:00:24.605121-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T71,72° or above,72.0,,1,,20206,
2026-05-07T21:00:24.605121-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T58,57° or below,,57.0,1,,173354,
2026-05-07T21:00:24.605121-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B58.5,58° to 59°,58.0,59.0,1,,202800,
2026-05-07T21:00:24.605121-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B60.5,60° to 61°,60.0,61.0,100,99,10,
2026-05-07T21:00:24.605121-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B62.5,62° to 63°,62.0,63.0,1,,13564,
2026-05-07T21:00:24.605121-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B64.5,64° to 65°,64.0,65.0,1,,18293,
2026-05-07T21:00:24.605121-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T65,66° or above,66.0,,1,,17973,
2026-05-07T21:00:24.605121-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T70,69° or below,,69.0,100,99,10,
2026-05-07T21:00:24.605121-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,9439,
2026-05-07T21:00:24.605121-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B72.5,72° to 73°,72.0,73.0,1,,8002,
2026-05-07T21:00:24.605121-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B74.5,74° to 75°,74.0,75.0,1,,13054,
2026-05-07T21:00:24.605121-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B76.5,76° to 77°,76.0,77.0,1,,15246,
2026-05-07T21:00:24.605121-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T77,78° or above,78.0,,1,,16628,
2026-05-07T21:00:24.605121-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T87,86° or below,,86.0,1,,166889,
2026-05-07T21:00:24.605121-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B87.5,87° to 88°,87.0,88.0,1,,120884,
2026-05-07T21:00:24.605121-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B89.5,89° to 90°,89.0,90.0,1,,255564,
2026-05-07T21:00:24.605121-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B91.5,91° to 92°,91.0,92.0,100,99,10,
2026-05-07T21:00:24.605121-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B93.5,93° to 94°,93.0,94.0,1,,59657,
2026-05-07T21:00:24.605121-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T94,95° or above,95.0,,1,,39807,
2026-05-07T22:01:04.675936-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T64,63° or below,,63.0,1,,853034,
2026-05-07T22:01:04.675936-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B64.5,64° to 65°,64.0,65.0,100,99,10,
2026-05-07T22:01:04.675936-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B66.5,66° to 67°,66.0,67.0,1,,32547,
2026-05-07T22:01:04.675936-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B68.5,68° to 69°,68.0,69.0,1,,21284,
2026-05-07T22:01:04.675936-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,22804,
2026-05-07T22:01:04.675936-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T71,72° or above,72.0,,1,,20206,
2026-05-07T22:01:04.675936-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T58,57° or below,,57.0,1,,172333,
2026-05-07T22:01:04.675936-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B58.5,58° to 59°,58.0,59.0,1,,201789,
2026-05-07T22:01:04.675936-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B60.5,60° to 61°,60.0,61.0,100,99,10,
2026-05-07T22:01:04.675936-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B62.5,62° to 63°,62.0,63.0,1,,12617,
2026-05-07T22:01:04.675936-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B64.5,64° to 65°,64.0,65.0,1,,18057,
2026-05-07T22:01:04.675936-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T65,66° or above,66.0,,1,,16583,
2026-05-07T22:01:04.675936-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T70,69° or below,,69.0,100,99,10,
2026-05-07T22:01:04.675936-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,9404,
2026-05-07T22:01:04.675936-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B72.5,72° to 73°,72.0,73.0,1,,7759,
2026-05-07T22:01:04.675936-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B74.5,74° to 75°,74.0,75.0,1,,12804,
2026-05-07T22:01:04.675936-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B76.5,76° to 77°,76.0,77.0,1,,15010,
2026-05-07T22:01:04.675936-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T77,78° or above,78.0,,1,,16374,
2026-05-07T22:01:04.675936-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T87,86° or below,,86.0,1,,165891,
2026-05-07T22:01:04.675936-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B87.5,87° to 88°,87.0,88.0,1,,119568,
2026-05-07T22:01:04.675936-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B89.5,89° to 90°,89.0,90.0,1,,254230,
2026-05-07T22:01:04.675936-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B91.5,91° to 92°,91.0,92.0,100,99,10,
2026-05-07T22:01:04.675936-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B93.5,93° to 94°,93.0,94.0,1,,59411,
2026-05-07T22:01:04.675936-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T94,95° or above,95.0,,1,,39565,
2026-05-07T23:00:36.494015-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T64,63° or below,,63.0,1,,852185,
2026-05-07T23:00:36.494015-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B64.5,64° to 65°,64.0,65.0,100,99,10,
2026-05-07T23:00:36.494015-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B66.5,66° to 67°,66.0,67.0,1,,32176,
2026-05-07T23:00:36.494015-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B68.5,68° to 69°,68.0,69.0,1,,21314,
2026-05-07T23:00:36.494015-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,22804,
2026-05-07T23:00:36.494015-04:00,2026-05-07,ny,KXHIGHNY,KXHIGHNY-26MAY07,KXHIGHNY-26MAY07-T71,72° or above,72.0,,1,,20206,
2026-05-07T23:00:36.494015-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T58,57° or below,,57.0,1,,173129,
2026-05-07T23:00:36.494015-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B58.5,58° to 59°,58.0,59.0,1,,201970,
2026-05-07T23:00:36.494015-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B60.5,60° to 61°,60.0,61.0,100,99,10,
2026-05-07T23:00:36.494015-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B62.5,62° to 63°,62.0,63.0,1,,13863,
2026-05-07T23:00:36.494015-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-B64.5,64° to 65°,64.0,65.0,1,,19307,
2026-05-07T23:00:36.494015-04:00,2026-05-07,il,KXHIGHCHI,KXHIGHCHI-26MAY07,KXHIGHCHI-26MAY07-T65,66° or above,66.0,,1,,17829,
2026-05-07T23:00:36.494015-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T70,69° or below,,69.0,100,99,10,
2026-05-07T23:00:36.494015-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B70.5,70° to 71°,70.0,71.0,1,,9310,
2026-05-07T23:00:36.494015-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B72.5,72° to 73°,72.0,73.0,1,,8403,
2026-05-07T23:00:36.494015-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B74.5,74° to 75°,74.0,75.0,1,,13450,
2026-05-07T23:00:36.494015-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-B76.5,76° to 77°,76.0,77.0,1,,16256,
2026-05-07T23:00:36.494015-04:00,2026-05-07,tx,KXHIGHAUS,KXHIGHAUS-26MAY07,KXHIGHAUS-26MAY07-T77,78° or above,78.0,,1,,17018,
2026-05-07T23:00:36.494015-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T87,86° or below,,86.0,1,,165744,
2026-05-07T23:00:36.494015-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B87.5,87° to 88°,87.0,88.0,1,,119041,
2026-05-07T23:00:36.494015-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B89.5,89° to 90°,89.0,90.0,1,,254648,
2026-05-07T23:00:36.494015-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B91.5,91° to 92°,91.0,92.0,100,99,10,
2026-05-07T23:00:36.494015-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-B93.5,93° to 94°,93.0,94.0,1,,60582,
2026-05-07T23:00:36.494015-04:00,2026-05-07,fl,KXHIGHMIA,KXHIGHMIA-26MAY07,KXHIGHMIA-26MAY07-T94,95° or above,95.0,,1,,40282,
2026-05-08T00:00:53.709893-04:00,2026-05-08,ny,KXHIGHNY,KXHIGHNY-26MAY08,KXHIGHNY-26MAY08-T64,63° or below,,63.0,31,30,26,
2026-05-08T00:00:53.709893-04:00,2026-05-08,ny,KXHIGHNY,KXHIGHNY-26MAY08,KXHIGHNY-26MAY08-B64.5,64° to 65°,64.0,65.0,56,52,200,
